TSN,genus
617078,Trigonoscutoides
617079,Tropiphorus
617080,Tychius
617081,Vitavitus
617082,Yuccaborus
617083,Zascelis
617084,Zygobarella
617085,Zygobarinus
617086,Zygobaris
617089,Seenomma
617090,Sipalinus
617091,Ambrosiodmus
617092,Araptus
617093,Cactopinus
617094,Carphobius
617095,Carphoborus
617096,Chramesus
617097,Cnemonyx
617098,Cnesinus
617099,Corthylus
617100,Cryptocarenus
617101,Crypturgus
617102,Dendrocranulus
617103,Dendrosinus
617104,Dendroterus
617105,Dolurgus
617106,Ernoporicus
617107,Gnathotrichus
617108,Hylastes
617109,Hylesinus
617110,Hylocurus
617111,Hylurgops
617112,Liparthrum
617113,Lymantor
617114,Micracis
617115,Micracisella
617116,Monarthrum
617118,Pagiocerus
617119,Pityoborus
617120,Pityogenes
617121,Pityokteines
617122,Pityophthorus
617123,Pityotrichus
617124,Polygraphus
617125,Premnobius
617126,Procryphalus
617127,Pseudohylesinus
617128,Pseudopityophthorus
617129,Pseudothysanoes
617130,Pycnarthrum
617131,Scierus
617132,Scolytodes
617133,Scolytogenes
617135,Thysanoes
617136,Trischidias
617137,Trypophloeus
617138,Xylechinus
617139,Xyloterinus
617140,Naupactus
617196,Brachycerus
625393,Geranopus
625394,Alliophleps
625395,Caenacantha
625396,Peltina
625397,Vittiger
625398,Cyanauges
625399,Gongroneurina
625400,Neochauna
625401,Asyncritula
625402,Caenocephaloides
625403,Arthronemina
625404,Nyassamyia
625405,Lecomyia
625406,Mapuchemyia
625407,Zuerchermyia
625408,Anomalacanthimyia
625409,Clarissimyia
625410,Dicorymbimyia
625411,Abiomyia
625412,Abrosiomyia
625413,Afrodontomyia
625414,Ageiton
625415,Aidomyia
625416,Alopecuroceras
625417,Ampsalis
625418,Anargemus
625419,Ankylacantha
625420,Anoamyia
625421,Apotomaspis
625422,Argyrobrithes
625423,Ashantina
625424,Aspidacantha
625425,Aspidacanthina
625426,Aulana
625427,Brachyphleps
625428,Brachythrix
625429,Burmabrithes
625430,Campeprosopa
625431,Camptopteromyia
625432,Cardopomyia
625433,Catatasis
625434,Cechorismenus
625435,Chelonomima
625436,Chorisops
625437,Chrysochlora
625438,Chrysochromioides
625439,Cibotogaster
625440,Clitellaria
625441,Craspedometopon
625442,Crocutasis
625443,Culcua
625444,Cyphoprosopa
625445,Cyrtopus
625446,Dactylodeictes
625447,Dactylotinda
625448,Diademophora
625449,Diargemus
625450,Dinosargus
625451,Diplephippium
625452,Diplopeltina
625453,Dischizocera
625454,Dolichodema
625455,Drosimomyia
625456,Enypnium
625457,Eudmeta
625458,Eupachygaster
625459,Formosargus
625460,Gnesiomyia
625461,Gnorismomyia
625462,Goetghebueromyia
625463,Gongrosargus
625464,Hermetiomima
625465,Hexacraspis
625466,Himantochaeta
625467,Hypoceromys
625468,Hypoxycera
625469,Isomerocera
625470,Labogastria
625471,Lampetiopus
625472,Lasiopa
625473,Lenomyia
625474,Leucacron
625475,Lonchobrithes
625476,Lophoteles
625477,Madagascara
625478,Madagascarina
625479,Manotes
625480,Marangua
625481,Meristomeringella
625482,Meristomeringina
625483,Meristomerinx
625484,Microptecticus
625485,Microsargus
625486,Monacanthomyia
625487,Nemodema
625488,Nigritomyia
625489,Nyplatys
625490,Oplodontha
625491,Otionigera
625492,Otochrysa
625493,Oxymyia
625494,Pachyacantha
625495,Pachyberis
625496,Paracechorismenus
625497,Paraptecticus
625498,Parastratiosphecomyia
625499,Pegadomyia
625500,Physometopon
625501,Pithomyia
625502,Platyna
625503,Platynomorpha
625504,Platynomyia
625505,Porpocera
625506,Prosopochrysa
625507,Psapharomydops
625508,Psapharomys
625509,Pselaphomyia
625510,Pseudomeristomerinx
625511,Pseudoxymyia
625512,Ptectisargus
625513,Ptilinoxus
625514,Ptilocera
625515,Rhaphioceroides
625516,Rosapha
625517,Rosaphula
625518,Ruba
625519,Saruga
625520,Sathroptera
625521,Scapanocnema
625522,Spartimas
625523,Steleoceromys
625524,Sternobrithes
625525,Stratiosphecomyia
625526,Strophognathus
625527,Stuckenbergiola
625528,Systegnum
625529,Timorimyia
625530,Tinda
625531,Tindacera
625532,Zulumyia
625533,Filiptschenkia
625534,Stackelbergia
625535,Rhaphiocerina
625536,Alliocera
625537,Exochostoma
625538,Hermionella
625539,Peritta
625540,Pycnomalla
625541,Kolomania
625542,Maackiana
625543,Ornopyramis
625544,Raphanocera
625545,Xylopachygaster
625546,Barbiellinia
625547,Chiromyza
625548,Hylorops
625549,Mesomyza
625550,Nonacris
625551,Tana
625552,Actinomyia
625553,Archistratiomys
625554,Benhamyia
625555,Beridops
625556,Berismyia
625557,Exaeretina
625558,Hadrestia
625559,Heteracanthia
625560,Macromeracis
625561,Microhadrestia
625562,Neoberis
625563,Exaireta
625564,Oplachantha
625565,Acrochaeta
625566,Eumenogastrina
625567,Analcoceroides
625568,Analcocerus
625569,Anisoscapus
625570,Auloceromyia
625571,Basentidema
625572,Cyclophleps
625573,Dicranophora
625574,Dolichothrix
625575,Heptozus
625576,Hoplistes
625577,Lysozus
625578,Neanalcocerus
625579,Pezodontina
625580,Phanerozus
625581,Antissa
625582,Abasanistus
625583,Chordonota
625584,Labocerina
625585,Abavus
625586,Acropeltates
625587,Diaphorostylus
625588,Ditylometopa
625589,Glariopsis
625590,Glaris
625591,Grypomyia
625592,Homalarthria
625593,Leucoptilum
625594,Meringostylus
625595,Pachyptilum
625596,Platopsomyia
625597,Progrypomyia
625598,Cacosis
625599,Chaetosargus
625600,Pelagomyia
625601,Amphilecta
625602,Chaetohermetia
625603,Chloromelas
625604,Metabasis
625605,Promeranisa
625606,Rhingiopsis
625607,Stratiomyella
625608,Blastocera
625609,Brachyodina
625610,Charisina
625611,Chlamydonotum
625612,Chorophthalmyia
625613,Cyclotaspis
625614,Cynipimorpha
625615,Dactylacantha
625616,Diastophthalmus
625617,Ecchaetomyia
625618,Eicochalcidina
625619,Engicerus
625620,Lasiodeictes
625621,Ligyromyia
625622,Lyprotemyia
625623,Meristocera
625624,Myiocavia
625625,Mycterocera
625626,Neoacanthina
625627,Netrogramma
625628,Panacris
625629,Paracanthinomyia
625630,Pedinocera
625631,Platylobium
625632,Popanomyia
625633,Proegmenomyia
625634,Psephiocera
625635,Pseudocyphomyia
625636,Spaniomyia
625637,Strobilaspis
625638,Synaptochaeta
625639,Tegocera
625640,Thopomyia
625641,Trigonocerina
625642,Stenimantia
625643,Archimyza
625644,Parhadrestia
625645,Raphiocera
625646,Acanthinomyia
625647,Anopisthocrania
625648,Beridella
625649,Clavimyia
625650,Dicamptocrana
625651,Draymonia
625652,Haplephippium
625653,Hypselophrum
625654,Mixoclitellaria
625655,Psellidotus
625656,Archilagarinus
625657,Boreoides
625658,Australoberis
625659,Berisina
625660,Eumecacis
625661,Neactina
625662,Anacanthella
625663,Antissella
625664,Acyrocera
625665,Acyrocerops
625666,Adraga
625667,Artemitomima
625668,Bistinda
625669,Damaromyia
625670,Dialampsis
625671,Discopteromyia
625672,Dochmiocera
625673,Eufijia
625674,Glochinomyia
625675,Haplofijia
625676,Leveromyia
625677,Lonchegaster
625678,Obrapa
625679,Pangomyia
625680,Paradraga
625681,Parevaza
625682,Pedinocerops
625683,Peratomastix
625684,Pristaspis
625685,Salduba
625686,Saldubella
625687,Sphaerofijia
625688,Thylacognathus
625689,Toxopeusomyia
625690,Trichochaeta
625691,Gabaza
625692,Weimyia
625693,Dysbiota
625694,Elissoma
625695,Lagenosoma
625696,Octarthria
625697,Pycnothorax
625698,Syndipnomyia
625699,Chromatopoda
625700,Notohermetia
625701,Acanthasargus
625702,Hoplistopsis
625703,Pinaleus
625704,Melanochroa
625705,Anexaireta
625706,Arcuavena
625707,Aspartimas
625708,Australoactina
625709,Mischomedia
625710,Paraberismyia
625711,Smaragdinomyia
625712,Tytthoberis
625713,Zealandoberis
625714,Panacridops
625715,Himantigera
625716,Lobisquama
625717,Amsaria
625718,Trichocercocera
625719,Patagiomyia
625720,Sagaricera
625721,Stenimas
625722,Gobertina
625723,Keiseria
625724,Histiodroma
625725,Vanoyia
654066,Orthotomicus
656501,Echinogammarus
656512,Parhyalella
683359,Columbasellus
690820,Zonaira
690821,Zolium
690822,Trimiosella
690823,Trimiomelba
690824,Simplona
690825,Pilactium
690826,Cupila
690827,Reichenbachia
690828,Balega
690829,Malleoceps
690830,Haasellia
690831,Dalmosella
690832,Ramelbida
690833,Megarafonus
690835,Eupsenius
690836,Decarthron
690837,Rybaxis
690838,Nisaxis
690839,Briaraxis
690840,Sonoma
690841,Rhexius
690842,Tetrascapha
690843,Rhexidius
690844,Oropus
690845,Foveoscapha
690846,Euboarhexius
690847,Conoplectus
690848,Bontomtes
690849,Trisignis
690850,Brachygluta
690851,Mayetia
690852,Bibloplectus
690853,Arthmius
690854,Eutyphlus
690855,Bibloporus
690856,Abdiunguis
690857,Allobrox
690858,Adranes
690859,Acolonia
690860,Texamaurops
690861,Euphalepsus
690862,Batrisodes
690863,Batriasymmodes
690864,Anchylarthron
690865,Arianops
690866,Melba
690867,Fustiger
690868,Trigonoplectus
690869,Actizona
690870,Actium
690871,Actiastes
690872,Rhinoscepsis
690873,Morius
690874,Hatchia
690875,Trimioplectus
690876,Euplecterga
690877,Thesiastes
690878,Saxet
690879,Ramecia
690880,Pycnoplectus
690881,Pseudactium
690882,Oropodes
690883,Leptoplectus
690884,Circocerus
690885,Speleochus
690886,Pselaphus
690887,Tychobythinus
690889,Pselaptrichus
690890,Ephimia
690891,Neopselaphus
690892,Lemelba
690893,Speleobama
690894,Hesperotychus
690895,Cylindrarctus
690896,Tyrus
690897,Trichonyx
690898,Custotychus
690899,Nearctitychus
690900,Cedius
690901,Tmesiphorus
690902,Valda
690903,Atinus
690904,Berdura
690905,Ouachitychus
690906,Caccoplectus
690907,Lucifotychus
690908,Eutrichites
690909,Subterrochus
690910,Ceophyllus
690911,Pselaptus
690912,Scalenarthrus
690913,Biotus
690914,Ctenisis
690915,Mipseltyrus
690916,Prespelea
690917,Machaerodes
690918,Anitra
690919,Sebaga
690920,Allotrimium
690921,Tomoplectus
690922,Trimioarcus
690923,Trimium
690987,Ctenisodes
690988,Dalmosanus
690989,Neoxus
690990,Eleusis
690991,Renardia
690992,Holotrochus
690993,Coprophilus
690994,Deleaster
690995,Mitosynum
690996,Syntomium
690997,Apocellus
690998,Aploderus
690999,Manda
691000,Ochthephilus
691001,Teropalpus
691002,Thinodromus
691003,Hypotelus
691004,Siagonium
691005,Trigonurus
691006,Tannea
691007,Trogactus
691008,Neosorius
697659,Amblycheila
697660,Omus
697661,Megacephala
697955,Baetiella
697956,Baetopus
697959,Lugoiops
717271,Phreatodytes
717547,Aquarius
717548,Arctocorisa
717690,Cavaticovelia
717708,Anisops
717765,Madeovelia
717766,Mesoveloidea
717767,Cryptovelia
717768,Speovelia
717769,Darwinivelia
717770,Phrynovelia
717771,Mniovelia
719606,Poecilocera
719607,Donaciella
719608,Crioceris
719609,Lilioceris
719610,Neolema
719611,Oulema
719612,Stenispa
719613,Anisostena
719614,Baliosus
719615,Brachycoryna
719616,Chalepus
719617,Glyphuroplata
719618,Microrhopala
719619,Odontota
719620,Pentispa
719621,Platocthispa
719622,Stenopodius
719623,Sumitrosis
719624,Xenochalepus
719625,Hemisphaerota
719626,Hilarocassis
719627,Chelymorpha
719628,Physonota
719629,Agroiconota
719630,Cassida
719631,Coptocycla
719632,Deloyala
719633,Gratiana
719634,Parorectis
719635,Plagiometriona
719636,Charidotella
719637,Erepsocassis
719638,Floridocassis
719639,Jonthonota
719640,Metrionella
719641,Microctenochira
719642,Opacinota
719643,Strongylocassis
719644,Timarcha
719645,Trachymela
719646,Calligrapha
719647,Zygogramma
719648,Labidomera
719649,Leptinotarsa
719650,Gastrophysa
719651,Phaedon
719652,Phratora
719653,Chrysomela
719654,Plagiodera
719655,Cadiz
719656,Coraia
719657,Derospidea
719658,Monocesta
719659,Trirhabda
719660,Diorhabda
719661,Neogalerucella
719662,Tricholochmaea
719663,Xanthogaleruca
719664,Brucita
719665,Erynephala
719666,Neolochmaea
719667,Ophraea
719668,Ophraella
719669,Galeruca
719670,Malacorhinus
719671,Agelastica
719672,Acalymma
719673,Amphelasma
719674,Diabrotica
719675,Paranapiacaba
719676,Paratriarius
719677,Cerotoma
719678,Cyclotrypema
719679,Neobrotica
719680,Luperosoma
719681,Phyllecthris
719682,Trachyscelida
719683,Androlyperus
719684,Keitheatus
719685,Lygistus
719686,Pseudoluperus
719687,Scelida
719688,Scelolyperus
719689,Synetocephalus
719690,Triarius
719691,Phyllobrotica
719692,Pteleon
719693,Eusattodera
719694,Metrioidea
719695,Acrocyum
719696,Blepharida
719697,Phydanis
719698,Pseudorthygia
719699,Luperaltica
719700,Phyllotreta
719701,Aphthona
719702,Cerataltica
719703,Glyptina
719704,Longitarsus
719705,Dysphenges
719706,Glenidion
719707,Nesaecrepida
719708,Syphrea
719709,Altica
719710,Lysathia
719711,Orthaltica
719712,Acallepitrix
719713,Crepidodera
719714,Derocrepis
719715,Hippuriphila
719716,Hornaltica
719717,Margaridisa
719718,Neocrepidodera
719719,Trichaltica
719720,Hemiglyptus
719721,Mantura
719722,Hemiphrynus
719723,Luprea
719724,Strabala
719725,Monomacra
719726,Parchicola
719727,Asphaera
719728,Omophoita
719729,Capraita
719730,Kuschelina
719731,Pachyonychis
719732,Distigmoptera
719733,Pachyonychus
719734,Pseudolampis
719735,Dibolia
719736,Pseudodibolia
719737,Argopistes
719738,Psylliodes
719739,Syneta
719740,Thricolema
719741,Metachroma
719742,Graphops
719743,Paria
719744,Typophorus
719745,Brachypnoea
719746,Chrysodinopsis
719747,Colaspis
719748,Euphrytus
719749,Glyptoscelis
719750,Metaparia
719751,Myochrous
719752,Promecosoma
719753,Rhabdopterus
719754,Spintherophyta
719755,Tymnes
719756,Zenocolaspis
719757,Eumolpus
719758,Chrysochus
719759,Colaspidea
719760,Demotina
719761,Fidia
719762,Xanthonia
719763,Bromius
719764,Oomorphus
719765,Griburius
719766,Pachybrachis
719767,Lexiphanes
719768,Bassareus
719769,Cryptocephalus
719770,Triachus
719771,Anomoea
719772,Smaragdina
719773,Coleorozena
719774,Coleothorpa
719775,Coscinoptera
719776,Megalostomis
719777,Babia
719778,Saxinis
719779,Urodera
719780,Chlamisus
719781,Diplacaspis
719782,Exema
719783,Neochlamisus
719784,Pseudochlamys
719785,Pagria
719786,Caryobruchus
719787,Kitorhinus
719788,Amblycerus
719789,Borowiecius
719790,Bruchidius
719791,Abutiloneus
719792,Althaeus
719793,Caryedes
719794,Gibbobruchus
719795,Meibomeus
719796,Merobruchus
719797,Neltumius
719798,Sennius
719799,Stylantheus
719800,Sagra
721778,Steinovelia
721780,Platyvelia
721971,Teinopodagrion
721972,Lamproneura
721973,Rhionaeschna
721974,Deielia
721975,Megalagrion
721976,Nesogonia
721977,Bromeliagrion
721978,Amazoneura
722238,Horelophus
722239,Horelophopsis
722240,Hemiosus
722241,Tectosternum
722243,Hydrocassis
722244,Coelofletium
722245,Noteropagus
722246,Paraoosternum
722413,Photuris
722414,Microphotus
722415,Pleotomodes
722416,Pleotomus
722417,Tenaspis
722418,Aspisoma
722419,Micronaspis
722422,Lamprohiza
722423,Lucidota
722424,Phausis
722425,Phosphaenus
722426,Photinus
722427,Pyropyga
722428,Bicellonycha
722429,Luciola
722430,Brachylampis
722431,Pollaclasis
722432,Pterotus
722433,Paraphausis
723472,Celegastrura
723473,Ceratophysella
723474,Thibaudylla
723475,Typhlogastrura
723476,Schoettella
723477,Austrogastrura
723478,Choreutinula
723479,Mesogastrura
723480,Denigastrura
723481,Gnathogastrura
723482,Barbagastrura
723483,Paraxenylla
723484,Acherontides
723485,Pseudacherontides
723486,Xenyllogastrura
723487,Willemgastrura
723488,Parawillemia
723489,Biscoia
723490,Acheroxenylla
723491,Acherongia
723492,Bonetogastrura
723493,Cosberella
723494,Jacutogastrura
723495,Mitchellania
723496,Neobeckerella
723497,Octoacanthella
723498,Ongulogastrura
723499,Ecuadogastrura
723500,Orogastrura
723503,Anuridella
724469,Tinotus
724470,Earota
724471,Sableta
724472,Adota
724473,Psammostiba
724474,Trichopsenius
724475,Xenistusa
724476,Anacyptus
724477,Deinopsis
724478,Adinopsis
724479,Myrmecocephalus
724480,Aleodorus
724481,Lissagria
724482,Borboropora
724483,Acrotona
724484,Asthenesita
724485,Trichiusa
724486,Dexiogyia
724487,Gnypeta
724488,Meronera
724489,Apalonia
724490,Dinocoryna
724491,Ecitocala
724492,Ecitoxenidia
724493,Microdonia
724494,Zyras
724495,Agaricochara
724496,Bolitochara
724498,Eumicrota
724499,Euvira
724500,Gyrophaena
724501,Heterota
724502,Orthodiatelus
724503,Phanerota
724504,Placusa
724505,Schistacme
724506,Thecturota
724507,Halobrecta
724508,Tachyusa
724509,Geostiba
724510,Goniusa
724511,Lypoglossa
724512,Microlia
724513,Seeversiella
724514,Stethusa
724515,Tomoglossa
724516,Tropimenelytron
724517,Myrmoecia
724518,Pella
724519,Platyusa
724520,Silusa
724521,Leptusa
724522,Liometoxenus
724523,Paragoniusa
724524,Oxypoda
724525,Devia
724526,Phloeopora
724527,Parocalea
724528,Gnathusa
724529,Ocyusa
724530,Hydrosmecta
724532,Boreophilia
724533,Liogluta
724534,Philhygra
724535,Mocyta
724537,Dimetrota
724538,Boreostiba
724539,Dinaraea
724540,Paradilacra
724541,Aloconota
724542,Dalotia
724543,Dochmonota
724544,Emmelostiba
724545,Thamiaraea
724548,Strigota
724549,Drusilla
724550,Amischa
724551,Anatheta
724552,Callicerus
724553,Charoxus
724554,Clusiota
724555,Crephalia
724556,Dilacra
724557,Gaenima
724558,Halobrecthina
724559,Homia
724560,Micratheta
724561,Micrearota
724562,Nehemitropia
724563,Paraleptonia
724564,Parameotica
724565,Schistoglossa
724566,Strophogastra
724567,Tarphiota
724568,Paramblopusa
724569,Cordalia
724570,Falagriota
724571,Leptagria
724572,Falagrioma
724573,Diglotta
724574,Hongophila
724575,Neotobia
724576,Xenodusa
724577,Hoplandria
724578,Platandria
724579,Cephaloxynum
724580,Holisomimus
724581,Holobus
724582,Ilyobates
724583,Blepharhymenus
724584,Acrimea
724585,Amarochara
724586,Calodera
724587,Crataraea
724588,Haploglossa
724589,Longipeltina
724590,Melanalia
724592,Ocalea
724593,Pachycerota
724594,Pentanota
724595,Tetralaucopora
724596,Thyasophila
724597,Decusa
724598,Euthotorax
724599,Losiusa
724600,Myrmobiota
724601,Alisalia
724602,Apimela
724603,Bamona
724604,Gyronycha
724605,Leptobamona
724606,Meotica
724607,Brachyusa
724608,Gnypetella
724609,Teliusa
724610,Trachyota
724611,Eburniogaster
724612,Termitonidia
724613,Aidochara
724614,Tetrallus
724616,Dinardilla
724617,Sceptobius
724618,Ecitonidia
724619,Tetradonia
724620,Beyeria
724621,Xesturida
724622,Probeyeria
724623,Encephalus
724625,Anomognathus
724626,Cyphea
724627,Autalia
724628,Philotermes
724629,Gymnusa
724630,Cypha
724631,Stylogymnusa
724632,Metadeinopsis
724633,Neodemosoma
724634,Dianusa
724635,Coenonica
724639,Silusida
724641,Ocyustiba
724642,Neobeyeria
724643,Agaricomorpha
724644,Pulicomorpha
724645,Phymatura
724646,Stictalia
724647,Gennadota
724648,Hylota
724649,Neothetalia
724650,Betocalea
724651,Alfocalea
724652,Neoisoglossa
724653,Metocalea
724654,Megocalea
724655,Salinamexus
724656,Pyraglossa
728239,Ilybiosoma
728241,Platambus
728243,Lacconectus
728244,Notaticus
728245,Hydrodytes
728246,Comaldessus
728247,Crinodessus
728248,Haideoporus
728249,Heterosternuta
728250,Hydrocolus
728251,Nebrioporus
728252,Neoporus
728253,Sanfilippodytes
728255,Paroster
749777,Explorator
749778,Centuriatus
749779,Microaugyles
749780,Lanternarius
749781,Efflagitatus
749783,Peditatus
749784,Lapsus
749785,Tropicus
749786,Heterocerus
749787,Augyles
776921,Latineosus
776922,Sparbarus
776923,Susperatus
776928,Iswaeon
776930,Caenoculis
776931,Insulibrachys
776932,Oriobrachys
776933,Alloretochus
811084,Andonectes
811085,Hydronebrius
811086,Platynectes
811088,Carabdytes
811089,Bunites
811090,Meladema
811091,Melanodytes
811092,Agaporomorphus
811093,Aglymbus
811094,Aethionectes
811095,Rhantaticus
811096,Sandracottus
811097,Tikoloshanes
811098,Austrodytes
811099,Onychohydrus
811100,Regimbartina
811101,Spencerhydrus
811103,Hyderodes
811104,Africodytes
811105,Allodessus
811106,Amarodytes
811107,Bidessodes
811109,Clypeodytes
811110,Geodessus
811111,Gibbidessus
811112,Glareadessus
811113,Hemibidessus
811114,Huxelhydrus
811115,Hydroglyphus
811116,Hypodessus
811118,Leiodytes
811119,Limbodessus
811120,Microdessus
811122,Pachynectes
811123,Platydytes
811124,Pseuduvarus
811125,Sharphydrus
811126,Sinodytes
811127,Tepuidessus
811129,Trogloguignotus
811130,Tyndallhydrus
811131,Yola
811132,Yolina
811133,Carabhydrus
811134,Antiporus
811135,Barretthydrus
811136,Canthyporus
811137,Chostonectes
811138,Graptodytes
811140,Iberoporus
811141,Laccornellus
811142,Megaporus
811143,Metaporus
811144,Necterosoma
811145,Peschetius
811146,Porhydrus
811147,Rhithrodytes
811148,Scarodytes
811149,Sekaliporus
811150,Siamoporus
811151,Siettitia
811152,Sternopriscus
811153,Stictonectes
811154,Stygoporus
811155,Tiporus
811156,Queda
811161,Agnoshydrus
811162,Allopachria
811163,Andex
811164,Coelhydrus
811165,Darwinhydrus
811166,Dimitshydrus
811167,Heterhydrus
811168,Hovahydrus
811169,Hydropeplus
811170,Hyphovatus
811171,Hyphydrus
811172,Microdytes
811173,Primospes
811174,Methles
811176,Vatellus
811177,Hydrodessus
811178,Kuschelydrus
811179,Morimotoa
811180,Phreatodessus
811182,Typhlodessus
811183,Africophilus
811184,Australphilus
811185,Japanolaccophilus
811186,Laccoporus
811187,Laccosternus
811188,Napodytes
811189,Neptosternus
811190,Philaccolilus
811191,Philaccolus
811192,Philodytes
811193,Lancetes
811195,Batrachomatus
811196,Calicovatellus
811198,Papuadessus
811199,Borneodessus
811200,Kakadudessus
811201,Ereboporus
811202,Anginopachria
811203,Madaglymbus
811205,Liopterus
811206,Microhydrodytes
811209,Exocelina
811210,Neobidessodes
811211,Fontidessus
811212,Trichonectes
811213,Sternhydrus
815470,Nucleotops
815471,Orchymontia
815473,Protosthetops
815474,Prosthetops
815475,Pterosthetops
815476,Sicilicula
815477,Parasthetops
815478,Sebasthetops
815479,Mesoceration
815480,Podaena
815481,Homalaena
815482,Hydraenida
815483,Parhydraenida
815484,Heptaenida
815485,Madagaster
815486,Gondraena
815487,Coelometopon
815488,Davidraena
815489,Adelphydraena
815490,Pneuminion
815491,Parhydraena
815492,Protozantaena
815493,Discozantaena
815494,Laeliaena
815495,Ochtheosus
815496,Meropathus
815497,Tympallopatrum
815498,Tympanogaster
815499,Protochthebius
815500,Hughleechia
815501,Micragasma
815502,Gymnanthelius
815503,Aulacochthebius
815504,Parhydraenopsis
815505,Decarthrocerus
815506,Oomtelecopon
815507,Ginkgoscia
815508,Edaphobates
837924,Herminella
837925,Notosacantha
837926,Delocrania
837927,Spaethiella
837928,Calyptocephala
837929,Spilophora
837930,Canistra
837931,Carlobruchia
837932,Cassidinoma
837933,Cyclosoma
837934,Discomorpha
837935,Omocerus
837936,Polychalca
837937,Chlamydocassis
837938,Goniochenia
837939,Herissa
837940,Polychalma
837941,Zeugonota
837942,Androya
837943,Basiprionota
837944,Cassidopsis
837945,Craspedonta
837946,Epistictina
837947,Megapyga
837948,Metriopepla
837949,Pseudandroya
837950,Agenysa
837951,Eugenysa
837952,Miocalaspis
837953,Acromis
837954,Amythra
837955,Anacassis
837956,Anepsiomorpha
837957,Botanochara
837958,Cyrtonota
837959,Echoma
837960,Elytrogona
837961,Eutheria
837962,Mesomphalia
837963,Nebraspis
837964,Ogdoecosta
837965,Omaspides
837966,Paraselenis
837967,Phytodectoidea
837968,Poecilaspidella
837969,Stoiba
837970,Stolas
837971,Terpsis
837972,Trilaccodea
837973,Xenicomorpha
837974,Zatrephina
837975,Dorynota
837976,Heteronychocassis
837977,Omoteina
837978,Paranota
837979,Paratrikona
837980,Asteriza
837981,Cistudinella
837982,Enagria
837983,Eurypedus
837984,Eurypepla
837985,Platycycla
837986,Aspidimorpha
837987,Conchyloctenia
837988,Hybosinota
837989,Laccoptera
837990,Mahatsinia
837991,Nilgiraspis
837992,Acrocassis
837993,Aethiopocassis
837994,Andevocassis
837995,Austropsecadia
837996,Basipta
837997,Capelocassis
837998,Chelysida
837999,Chiridopsis
838000,Chiridula
838001,Emdenia
838002,Erbolaspis
838003,Fornicocassis
838004,Glyphocassis
838005,Hovacassis
838006,Hypocassida
838007,Ischiocassis
838008,Ischyronota
838009,Limnocassis
838010,Lorentzocassis
838011,Macromonycha
838012,Malayocassis
838013,Meroscalsis
838014,Nabathaea
838015,Oocassida
838016,Orobiocassis
838017,Oxylepus
838018,Pilemostoma
838019,Psalidoma
838020,Rhacocassis
838021,Rhytidocassis
838022,Seminabathea
838023,Silana
838024,Smeringaspis
838025,Sphenocassis
838026,Tegocassis
838027,Thlaspida
838028,Thlaspidosoma
838029,Thlaspidula
838030,Trichaspis
838031,Trigonocassis
838032,Vietocassis
838033,Aidoia
838034,Aporocassida
838035,Bradycassis
838036,Chacocassis
838037,Charidotis
838038,Chersinellina
838039,Crambelea
838040,Cteisella
838041,Ctenocassida
838042,Ctenocharidotis
838043,Ctenophilaspis
838044,Cyclocassis
838045,Drepanocassis
838046,Eremionycha
838047,Exestastica
838048,Helocassis
838049,Hybosa
838050,Ischnocodia
838051,Leptocodia
838052,Metriona
838053,Mexicaspis
838054,Nuzonia
838055,Orexita
838056,Parachirida
838057,Pseudoctenochira
838058,Rhoia
838059,Saulaspis
838060,Scaeocassis
838061,Syngambria
838062,Tapinaspis
838063,Tetracassis
838064,Acentroptera
838065,Ocnosispa
838066,Pseudispa
838067,Sceloenopla
838068,Serratispa
838069,Aslamidium
838070,Calliaspis
838071,Cephaloleia
838072,Pseudostilpnaspis
838073,Stilpnaspis
838074,Demotispa
838075,Spaethaspis
838076,Oediopalpa
838077,Cladispa
838078,Euxema
838079,Homalispa
838080,Imatidium
838081,Melanispa
838082,Octocladiscus
838083,Parimatidium
838084,Solenispa
838085,Hybosispa
838086,Arescus
838087,Chelobasis
838088,Nympharescus
838089,Xenarescus
838090,Adalurnus
838091,Alurnus
838092,Coraliomela
838093,Mecistomela
838094,Platyauchenia
838095,Pseudocalaspidea
838096,Prosopodonta
838097,Acanthodes
838098,Acritispa
838099,Agathispa
838100,Anisochalepus
838101,Bothrispa
838102,Bruchia
838103,Carinispa
838104,Chalepotatus
838105,Chalepispa
838106,Charistena
838107,Clinocarispa
838108,Cnetispa
838109,Corynispa
838110,Craspedonispa
838111,Decatelia
838112,Euprionota
838113,Fossispa
838114,Goyachalepus
838115,Heptachispa
838116,Heptatomispa
838117,Heptispa
838118,Heterispa
838120,Mimoethispa
838121,Nanocthispa
838122,Nonispa
838123,Octhispa
838124,Octuroplata
838125,Odontispa
838126,Oxychalepus
838127,Oxyroplata
838128,Physocoryna
838129,Sternocthispa
838130,Probaenia
838131,Spaethispa
838132,Sternoplispa
838133,Sternostena
838134,Sternostenoides
838135,Stethispa
838136,Temnochalepus
838137,Temnocthispa
838138,Hispoleptis
838139,Hispa
838140,Chaeridiona
838142,Botryonopa
838143,Macrispa
838144,Estigmena
838145,Lasiochila
838146,Anisodera
838147,Aproida
838148,Hispodonta
838150,Pseudocallispa
838151,Callispa
838154,Amblispa
838155,Leptispa
838156,Eurispa
838157,Leucispa
838158,Squamispa
838159,Gestronella
838160,Xiphispa
838161,Drescheria
838162,Cryptonychus
838163,Torquispa
838164,Plesispa
