tsn,author,parentName,parentTsn,rankName,taxon
1272953,"(Hall, 1927)",Maconellicoccus,200926,Species,Maconellicoccus cressae
200927,"(Green, 1908)",Maconellicoccus,200926,Species,Maconellicoccus hirsutus
1272954,"(Fuller, 1897)",Maconellicoccus,200926,Species,Maconellicoccus lanigerus
1272955,"Williams, 1985",Maconellicoccus,200926,Species,Maconellicoccus leptospermi
1272956,"(Takahashi, 1951)",Maconellicoccus,200926,Species,Maconellicoccus multipori
1272957,"Williams, 1996",Maconellicoccus,200926,Species,Maconellicoccus ramchensis
1272958,"Williams, 1985",Maconellicoccus,200926,Species,Maconellicoccus tasmaniae
1272959,"(Laing, 1925)",Maconellicoccus,200926,Species,Maconellicoccus ugandae
837996,"Chevrolat, 1849",Cassidini,719587,Genus,Basipta
839885,"Chevrolat, 1849",Basipta,837996,Species,Basipta glauca
839886,"Boheman, 1854",Basipta,837996,Species,Basipta luteocincta
839888,"Boheman, 1854",Basipta,837996,Species,Basipta pilosella
844296,"Borowiec, 2002",Basipta,837996,Species,Basipta sebastiani
839887,"Boheman, 1854",Basipta,837996,Species,Basipta stolida
694047,,Crambidae,693963,Subfamily,Glaphyriinae
117798,"Grote, 1882",Glaphyriinae,694047,Genus,Metrea
117799,"Grote, 1882",Metrea,117798,Species,Metrea ostreonalis
837991,"Spaeth, 1932",Aspidimorphini,837920,Genus,Nilgiraspis
839842,"(Spaeth, 1932)",Nilgiraspis,837991,Species,Nilgiraspis andrewesi
598490,"McLachlan, 1876",Goerinae,568758,Genus,Lithax
604851,"(Hagen, 1859)",Lithax,598490,Species,Lithax incanus
604852,"Malicky, 1972",Lithax,598490,Species,Lithax musaca
604853,"(Hagen, 1859)",Lithax,598490,Species,Lithax niger
604854,"(Hagen, 1859)",Lithax,598490,Species,Lithax obscurus
625661,"Enderlein, 1921",Beridinae,130155,Genus,Neactina
628047,"(Walker, 1854)",Neactina,625661,Species,Neactina opposita
628048,"(Lindner, 1958)",Neactina,625661,Species,Neactina ostensackeni
628049,"(Miller, 1917)",Neactina,625661,Species,Neactina simmondsii
616957,"Casey, 1892",Curculionidae,114666,Genus,Oopterinus
618579,"O'Brien, 1985",Oopterinus,616957,Species,Oopterinus distinctus
618580,"(Horn, 1873)",Oopterinus,616957,Species,Oopterinus perforatus
117830,"Morrison, 1874",Crambini,694205,Genus,Thaumatopsis
117848,"Barnes and Mcdunnough, 1918",Thaumatopsis,117830,Species,Thaumatopsis actuella
117842,"Kft., 1908",Thaumatopsis,117830,Species,Thaumatopsis atomosella
117846,"Kft., 1908",Thaumatopsis,117830,Species,Thaumatopsis crenulatella
117831,"(Grote, 1889)",Thaumatopsis,117830,Species,Thaumatopsis edonis
117838,"Kft., 1905",Thaumatopsis,117830,Species,Thaumatopsis fernaldella
117844,"Barnes and Mcdunnough, 1912",Thaumatopsis,117830,Species,Thaumatopsis fieldella
117843,"Barnes and Mcdunnough, 1913",Thaumatopsis,117830,Species,Thaumatopsis floridalis
117837,"(Fern., 1891)",Thaumatopsis,117830,Species,Thaumatopsis magnifica
117847,"(Zell., 1877)",Thaumatopsis,117830,Species,Thaumatopsis pectinifer
117832,"(Zell., 1863)",Thaumatopsis,117830,Species,Thaumatopsis pexella
117845,"(Grote, 1880)",Thaumatopsis,117830,Species,Thaumatopsis repanda
117849,"(Zell., 1863)",Thaumatopsis,117830,Species,Thaumatopsis solutella
616956,"Casey, 1892",Curculionidae,114666,Genus,Oomorphidius
618577,"(LeConte, 1880)",Oomorphidius,616956,Species,Oomorphidius erasus
618578,"(LeConte, 1876)",Oomorphidius,616956,Species,Oomorphidius laevicollis
116905,"Ulmer, 1903",Limnephiloidea,598162,Family,Brachycentridae
598484,"Martynov, 1935",Brachycentridae,116905,Genus,Dolichocentrus
604659,"Martynov, 1935",Dolichocentrus,598484,Species,Dolichocentrus tenuis
200945,"Ehrhorn, 1916",Pseudococcidae,109211,Genus,Phyllococcus
1274124,"Percy, Watson and Hodgson, 2024",Phyllococcus,200945,Species,Phyllococcus cryptocaryae
200946,"(Ehrhorn, 1912)",Phyllococcus,200945,Species,Phyllococcus oahuensis
837989,"Boheman, 1855",Aspidimorphini,837920,Genus,Laccoptera
838292,"Weise, 1899",Laccoptera,837989,Subgenus,Laccoptera (Asphalesia)
838291,"Boheman, 1855",Laccoptera,837989,Subgenus,Laccoptera (Laccoptera)
838293,"Spaeth, 1952",Laccoptera,837989,Subgenus,Laccoptera (Laccopteroidea)
838294,"Weise, 1899",Laccoptera,837989,Subgenus,Laccoptera (Orphnoda)
838295,"Spaeth, 1902",Laccoptera,837989,Subgenus,Laccoptera (Orphnodella)
838296,"Spaeth, 1932",Laccoptera,837989,Subgenus,Laccoptera (Orphnodina)
838297,"Fairmaire, 1891",Laccoptera,837989,Subgenus,Laccoptera (Patrisma)
838298,"Weise, 1897",Laccoptera,837989,Subgenus,Laccoptera (Sindia)
838299,"Spaeth, 1903",Laccoptera,837989,Subgenus,Laccoptera (Sindiola)
838338,"Swietojanska, 2001",Laccoptera,837989,Subgenus,Laccoptera (Sindiolina)
200917,"Fullaway, 1923",Pseudococcidae,109211,Genus,Ferrisia
1272712,"(Lobdell, 1930)",Ferrisia,200917,Species,Ferrisia claviseta
1272713,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia colombiana
1272714,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia cristinae
1272715,"(Cockerell, 1896)",Ferrisia,200917,Species,Ferrisia dasylirii
1272716,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia ecuadorensis
1272717,"Gullan, 2003",Ferrisia,200917,Species,Ferrisia gilli
1272718,"Kaydan and Pacheco da Silva, 2016",Ferrisia,200917,Species,Ferrisia kaki
1272719,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia kondoi
1272720,"(McDaniel, 1962)",Ferrisia,200917,Species,Ferrisia malvastra
1272721,"Williams, 1985",Ferrisia,200917,Species,Ferrisia meridionalis
1272722,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia milleri
1272723,"Granara de Willink, 1991",Ferrisia,200917,Species,Ferrisia multiformis
1272724,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia pitcairnia
1272725,"(Tinsley, 1898)",Ferrisia,200917,Species,Ferrisia quaintancii
1272726,"(Lobdell, 1930)",Ferrisia,200917,Species,Ferrisia setosa
1272727,"Williams and Granara de Willink, 1992",Ferrisia,200917,Species,Ferrisia terani
1272728,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia uzinuri
200918,"(Cockerell, 1893)",Ferrisia,200917,Species,Ferrisia virgata
1272729,"Kaydan and Gullan, 2012",Ferrisia,200917,Species,Ferrisia williamsi
136352,,Hemerodromiini,136304,Genus,Neoplasta
136353,"Melander, 1947",Neoplasta,136352,Species,Neoplasta hebes
136354,"(Loew, 1862)",Neoplasta,136352,Species,Neoplasta scapularis
931387,"LaFerté-Sénectère, 1851",Harpalinae,678416,Tribe,Oodini
111507,"Chaudoir, 1883",Oodini,931387,Genus,Dercylinus
111508,"(J. L. LeConte, 1853)",Dercylinus,111507,Species,Dercylinus impressus
111487,"Bonelli, 1810",Oodini,931387,Genus,Oodes
111490,"Dejean, 1831",Oodes,111487,Species,Oodes amaroides
111488,"Dejean, 1826",Oodes,111487,Species,Oodes americanus
111489,"Lindroth, 1957",Oodes,111487,Species,Oodes brevis
932385,"LeConte, 1863",Oodes,111487,Species,Oodes fluvialis
1008679,"Villiers, 1948",Hydrometridae,103938,Subfamily,Heterocleptinae
1008682,"Villiers, 1948",Heterocleptinae,1008679,Genus,Heterocleptes
1008738,"China, Usinger and Villiers, 1950",Heterocleptes,1008682,Species,Heterocleptes hoberlandti
1008737,"(China and Usinger, 1949)",Heterocleptes,1008682,Species,Heterocleptes schoutedeni
1008723,"Andersen, 1982",Heterocleptes,1008682,Species,Heterocleptes spinosus
1008739,"Villiers, 1948",Heterocleptes,1008682,Species,Heterocleptes tuberculatus
694115,,Crambidae,693963,Subfamily,Pyraustinae
694330,,Pyraustinae,694115,Tribe,Spilomelini
117809,"Hübner, 1825",Spilomelini,694330,Genus,Lypotigris
117810,"(Stoll, 1781)",Lypotigris,117809,Species,Lypotigris reginalis
616952,"Casey, 1892",Curculionidae,114666,Genus,Oligolochus
618525,"(Casey, 1892)",Oligolochus,616952,Species,Oligolochus bracatus
618526,"(LeConte, 1876)",Oligolochus,616952,Species,Oligolochus convexus
618527,"(Casey, 1920)",Oligolochus,616952,Species,Oligolochus minuens
618528,"(Casey, 1920)",Oligolochus,616952,Species,Oligolochus ornatus
618529,"(Casey, 1920)",Oligolochus,616952,Species,Oligolochus ovulatus
618530,"(Casey, 1892)",Oligolochus,616952,Species,Oligolochus seclusus
618531,"(Blatchley, 1928)",Oligolochus,616952,Species,Oligolochus vicarius
723484,"Bonet, 1945",Hypogastruridae,99917,Genus,Acherontides
724288,"Bonet, 1945",Acherontides,723484,Species,Acherontides atoyacensis
724289,"Palacios-Vargas & Gòmez-Anaya, 1996",Acherontides,723484,Species,Acherontides bullocki
724290,"Palacios-Vargas & Gnaspini-Netto, 1993",Acherontides,723484,Species,Acherontides eleonorae
724291,"Deharveng & Diaz, 1984",Acherontides,723484,Species,Acherontides huetheri
724292,"Palacios-Vargas & Gòmez-Anaya, 1996",Acherontides,723484,Species,Acherontides juxtlahuacaensis
724293,"Palacios-Vargas & Gnaspini-Netto, 1992",Acherontides,723484,Species,Acherontides leo
724294,"Palacios-Vargas & Gòmez-Anaya, 1996",Acherontides,723484,Species,Acherontides pappogeomysae
724295,"Hüther, 1975",Acherontides,723484,Species,Acherontides peruensis
724296,"Bonet, 1946",Acherontides,723484,Species,Acherontides potosinus
724297,"(Christiansen & Reddell, 1986)",Acherontides,723484,Species,Acherontides spinus
724298,"(Gruia, 1969)",Acherontides,723484,Species,Acherontides tanasachiae
111505,"J. L. LeConte, 1853",Oodini,931387,Genus,Evolenes
111506,"(Dejean, 1831)",Evolenes,111505,Species,Evolenes exarata
723481,"Dìaz & Najt, 1983",Hypogastruridae,99917,Genus,Gnathogastrura
724159,"Dìaz & Najt, 1983",Gnathogastrura,723481,Species,Gnathogastrura paramoensis
1008678,"Esaki, 1927",Hydrometridae,103938,Subfamily,Limnobatodinae
1008681,"Hussey, 1925",Limnobatodinae,1008678,Genus,Limnobatodes
1008722,"Hussey, 1925",Limnobatodes,1008681,Species,Limnobatodes paradoxus
616961,"Casey, 1888",Curculionidae,114666,Genus,Orthoptochus
618618,"Casey, 1888",Orthoptochus,616961,Species,Orthoptochus squamiger
1008685,"J. Polhemus and D. Polhemus, 2010",Hydrometrinae,717537,Genus,Bacillometroides
1008741,"(Drake, 1956)",Bacillometroides,1008685,Species,Bacillometroides fuallagana
1008742,"(Hungerford, 1927)",Bacillometroides,1008685,Species,Bacillometroides mulfordi
1008743,"(Hungerford, 1935)",Bacillometroides,1008685,Species,Bacillometroides woytkowskii
598483,"Mosely in Kimmins, 1950",Moropsychinae,598209,Genus,Notania
604629,"Schmid, 1968",Notania,598483,Species,Notania adhanya
604630,"Mosely in Kimmins, 1950",Notania,598483,Species,Notania brunnea
604631,"Schmid, 1968",Notania,598483,Species,Notania itarichta
604632,"Schmid, 1968",Notania,598483,Species,Notania kricha
604633,"Kimmins, 1950",Notania,598483,Species,Notania penicillata
1063847,"Grouvelle, 1896",Larainae,678521,Genus,Potamodytes
1064870,"(C. O. Waterhouse, 1879)",Potamodytes,1063847,Species,Potamodytes abdominalis
1064871,"(Boheman, 1851)",Potamodytes,1063847,Species,Potamodytes africanus
1064872,"Grouvelle, 1920",Potamodytes,1063847,Species,Potamodytes alluaudi
1064873,"Hinton, 1937",Potamodytes,1063847,Species,Potamodytes angustatus
1064874,"(Dohrn, 1882)",Potamodytes,1063847,Species,Potamodytes antennatus
1064875,"Hinton, 1937",Potamodytes,1063847,Species,Potamodytes apicalis
1064876,"Grouvelle, 1914",Potamodytes,1063847,Species,Potamodytes bispinosus
1064877,"Delève, 1962",Potamodytes,1063847,Species,Potamodytes bisulcatus
1064878,"Delève, 1970",Potamodytes,1063847,Species,Potamodytes brincki
1064879,"Delève, 1962",Potamodytes,1063847,Species,Potamodytes cernuus
1064880,"Delève, 1937",Potamodytes,1063847,Species,Potamodytes convexior
1064881,"Delève, 1937",Potamodytes,1063847,Species,Potamodytes cribricollis
1064882,"Delève, 1962",Potamodytes,1063847,Species,Potamodytes delusor
1064883,"Delève, 1967",Potamodytes,1063847,Species,Potamodytes descarpentriesi
1064884,"Delève, 1937",Potamodytes,1063847,Species,Potamodytes ghesquierei
1064885,"Delève, 1937",Potamodytes,1063847,Species,Potamodytes grouvellei
1064886,"Delève, 1945",Potamodytes,1063847,Species,Potamodytes hastatus
1064887,"Delève, 1955",Potamodytes,1063847,Species,Potamodytes janssensi
1064888,"Grouvelle, 1906",Potamodytes,1063847,Species,Potamodytes latus
1064889,"Wiezlak, 1987",Potamodytes,1063847,Species,Potamodytes lokis
1064890,"Kolbe, 1898",Potamodytes,1063847,Species,Potamodytes major
1064891,"Hinton, 1937",Potamodytes,1063847,Species,Potamodytes marshalli
1064892,"Delève, 1937",Potamodytes,1063847,Species,Potamodytes mucronatus
1064893,"Delève, 1937",Potamodytes,1063847,Species,Potamodytes overlaeti
1064894,"(Fairmaire, 1889)",Potamodytes,1063847,Species,Potamodytes oxypterus
1064895,"Grouvelle, 1906",Potamodytes,1063847,Species,Potamodytes perrieri
1064896,"Delève, 1967",Potamodytes,1063847,Species,Potamodytes praeteritus
1064897,"Delève, 1966",Potamodytes,1063847,Species,Potamodytes puncticollis
1064898,"Delève, 1945",Potamodytes,1063847,Species,Potamodytes sericeus
1064899,"Delève, 1973",Potamodytes,1063847,Species,Potamodytes spangleri
1064900,"Grouvelle, 1913",Potamodytes,1063847,Species,Potamodytes spinosus
1064901,"Pic, 1939",Potamodytes,1063847,Species,Potamodytes subrotundatus
1064902,"Wiezlak, 1987",Potamodytes,1063847,Species,Potamodytes tarnawskii
1064903,"Hinton, 1937",Potamodytes,1063847,Species,Potamodytes tuberosus
1064904,"(Bollow, 1939)",Potamodytes,1063847,Species,Potamodytes zavattarii
625667,"James, 1948",Pachygastrinae,130185,Genus,Artemitomima
626272,"James, 1948",Artemitomima,625667,Species,Artemitomima mirabilis
103360,,Heteroptera,103358,Infraorder,Nepomorpha
676837,"Leach, 1815",Nepomorpha,103360,Superfamily,Corixoidea
103364,"Leach, 1815",Corixoidea,676837,Family,Corixidae
717520,"Leach, 1815",Corixidae,103364,Subfamily,Corixinae
1088832,"Leach, 1815",Corixinae,717520,Tribe,Corixini
1088844,"Poisson, 1957",Corixini,1088832,Genus,Paracorixa
1089020,"(Lundblad, 1934)",Paracorixa,1088844,Species,Paracorixa armata
1089021,"(Horváth, 1878)",Paracorixa,1088844,Species,Paracorixa caspica
1089022,"(Fieber, 1848)",Paracorixa,1088844,Species,Paracorixa concinna
1089023,"(Lundblad, 1933)",Paracorixa,1088844,Species,Paracorixa kiritshenkoi
1089024,"(Lundblad, 1933)",Paracorixa,1088844,Species,Paracorixa wui
837990,"Spaeth, 1919",Aspidimorphini,837920,Genus,Mahatsinia
839841,"(Weise, 1910)",Mahatsinia,837990,Species,Mahatsinia nodulosa
723485,"Djanaschvili, 1971",Hypogastruridae,99917,Genus,Pseudacherontides
724299,"(Stach, 1959)",Pseudacherontides,723485,Species,Pseudacherontides aspinatus
724300,"(Stach, 1959)",Pseudacherontides,723485,Species,Pseudacherontides bisetosus
724301,"(Martynova & al., 1971)",Pseudacherontides,723485,Species,Pseudacherontides bulgaricus
724302,"(Stach, 1959)",Pseudacherontides,723485,Species,Pseudacherontides crassus
724303,"(Yosii, 1971)",Pseudacherontides,723485,Species,Pseudacherontides edaphicus
724304,"(Ionesco, 1922)",Pseudacherontides,723485,Species,Pseudacherontides spelaeus
724305,"(Ljovushkin, 1972)",Pseudacherontides,723485,Species,Pseudacherontides stachi
724306,"(Yosii, 1956)",Pseudacherontides,723485,Species,Pseudacherontides vivax
724307,"Djanaschvili, 1971",Pseudacherontides,723485,Species,Pseudacherontides zenkevitchi
130178,"Kertesz, 1908",Stratiomyidae,130150,Subfamily,Antissinae
625662,"Macquart, 1855",Antissinae,130178,Genus,Anacanthella
627707,"(Hardy, 1932)",Anacanthella,625662,Species,Anacanthella angustifrons
626161,"Macquart, 1855",Anacanthella,625662,Species,Anacanthella splendens
200948,"Ferris, 1950",Pseudococcidae,109211,Genus,Planococcus
1273591,"De Lotto, 1964",Planococcus,200948,Species,Planococcus aemulor
1273592,"(Takahashi, 1942)",Planococcus,200948,Species,Planococcus angkorensis
1273593,"De Lotto, 1967",Planococcus,200948,Species,Planococcus aphelus
1273594,"Williams, 2004",Planococcus,200948,Species,Planococcus bagmaticus
1273595,"(Takahashi, 1951)",Planococcus,200948,Species,Planococcus bambusifolii
1273596,"Williams, 2004",Planococcus,200948,Species,Planococcus bendovi
1273597,"Zarkani and Kaydan, 2024",Planococcus,200948,Species,Planococcus bengkuluensis
1273598,"(Strickland, 1947)",Planococcus,200948,Species,Planococcus boafoensis
1273599,"Mukherjee and Mukhopadhyay, 1999",Planococcus,200948,Species,Planococcus cajani
1273600,"Zhang, 2023",Planococcus,200948,Species,Planococcus camelliae
200949,"(Risso, 1813)",Planococcus,200948,Species,Planococcus citri
1273601,"Ezzat and McConnell, 1956",Planococcus,200948,Species,Planococcus dendrobii
1273602,"Williams, 1960",Planococcus,200948,Species,Planococcus dioscoreae
1273603,"(Takahashi, 1951)",Planococcus,200948,Species,Planococcus dischidiae
1273604,"Cox, 1987",Planococcus,200948,Species,Planococcus dubius
1273605,"De Lotto, 1964",Planococcus,200948,Species,Planococcus epulus
1273606,"(Signoret, 1875)",Planococcus,200948,Species,Planococcus ficus
1273607,"De Lotto, 1961",Planococcus,200948,Species,Planococcus flagellatus
1273608,"Watson and Cox, 1990",Planococcus,200948,Species,Planococcus fungicola
1273609,"Mamet, 1959",Planococcus,200948,Species,Planococcus furcisetosus
1273610,"Ezzat and McConnell, 1956",Planococcus,200948,Species,Planococcus halli
1273611,"Ezzat and McConnell, 1956",Planococcus,200948,Species,Planococcus hosnyi
1273612,"De Lotto, 1961",Planococcus,200948,Species,Planococcus hospitus
1273613,"Cox, 1989",Planococcus,200948,Species,Planococcus japonicus
1273614,"Tang in Tang and Li, 1988",Planococcus,200948,Species,Planococcus juniperus
1273615,"(Le Pelley, 1935)",Planococcus,200948,Species,Planococcus kenyae
1273616,"(Kuwana, 1902)",Planococcus,200948,Species,Planococcus kraunhiae
1273617,"(Wu, 2000)",Planococcus,200948,Species,Planococcus leppulus
1273618,"(Cockerell, 1905)",Planococcus,200948,Species,Planococcus lilacinus
1273619,"Cox, 1989",Planococcus,200948,Species,Planococcus litchi
1273620,"Ezzat and McConnell, 1956",Planococcus,200948,Species,Planococcus mali
1273621,"Danzig, 1986",Planococcus,200948,Species,Planococcus matesovae
1273622,"Williams, 2004",Planococcus,200948,Species,Planococcus mimosae
1273623,"(Maskell, 1897)",Planococcus,200948,Species,Planococcus minor
1273624,"Matile-Ferrero and Williams, 1996",Planococcus,200948,Species,Planococcus musae
1273625,"De Lotto, 1961",Planococcus,200948,Species,Planococcus nigritulus
1273626,"Williams, 2004",Planococcus,200948,Species,Planococcus nilgiricus
1273627,"Cox, 1989",Planococcus,200948,Species,Planococcus orchidi
1273628,"Ezzat and McConnell, 1956",Planococcus,200948,Species,Planococcus philippinensis
1273629,"(Borchsenius, 1962)",Planococcus,200948,Species,Planococcus planococcoides
1273630,"Cox, 1989",Planococcus,200948,Species,Planococcus principe
1273631,"Watson and Cox, 1990",Planococcus,200948,Species,Planococcus radicum
1275685,"Zarkani and Kaydan, 2025",Planococcus,200948,Species,Planococcus sosromorsonoi
1273632,"De Lotto, 1964",Planococcus,200948,Species,Planococcus subterraneus
1273633,"Cox, 1989",Planococcus,200948,Species,Planococcus sulawesi
1273634,"Cox, 1989",Planococcus,200948,Species,Planococcus tanzaniensis
1273635,"Williams, 2004",Planococcus,200948,Species,Planococcus tiomanensis
1273636,"(Nasonov, 1909)",Planococcus,200948,Species,Planococcus vovae
1273637,"Cox, 1989",Planococcus,200948,Species,Planococcus zairensis
931398,"Laporte, 1834",Harpalinae,678416,Tribe,Odacanthini
111520,"DeGeer, 1774",Odacanthini,931398,Genus,Colliuris
931731,"Liebke, 1938",Colliuris,111520,Subgenus,Colliuris (Anapiodera)
931730,"Liebke, 1938",Colliuris,111520,Subgenus,Colliuris (Calocolliuris)
